car_make,car_model,car_year,car_vin,car_color,car_price,car_mileage,car_condition,car_owner,car_purchase_date,car_insurance_provider,car_insurance_policy_number,car_service_history,car_accidents
Lotus,Esprit,1903,JH4KA96531C335345,Fuscia,75704.15,116297,certified pre-owned,Michele Olphert,11/19/2021,Realblab,928643,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",10
Nissan,300ZX,1992,1HGCR6F31EA792315,Violet,5088.84,8243,certified pre-owned,Adriana Audiss,1/21/2012,Voonyx,437630,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",3
Lexus,ES,1981,WAUBNBFB7AN919980,Puce,64282.03,255241,used,Shannon Burgen,3/22/2020,Dabfeed,494697,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,7
Lotus,Esprit,2008,1G6AH5R32D0531152,Maroon,62030.34,236858,certified pre-owned,Nertie Burling,11/28/2002,Voolia,983804,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0
Dodge,Ram Van 3500,1916,WBAKF5C58DJ132206,Orange,42459.74,88666,certified pre-owned,Toby Layus,6/25/2000,Gigazoom,357963,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",5
Acura,MDX,1945,KMHHT6KD4DU110332,Green,37740.29,159653,used,Esteban Fewster,10/24/2010,Thoughtworks,871277,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",4
Hyundai,Genesis,1951,5N1AR2MM8DC397900,Turquoise,91488.65,53661,used,Nevsa Trobridge,11/23/2011,Kamba,544173,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,5
Mazda,RX-7,1921,1G6AH5RX9F0547161,Violet,66115.64,238626,certified pre-owned,Raynor Bladder,2/11/2000,Quimba,619644,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",4
Buick,Enclave,1959,1G6KD57Y69U817911,Turquoise,75092.62,244298,certified pre-owned,Casi Crathern,11/28/2000,Trudoo,193997,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",0
Oldsmobile,Alero,2022,5TDDCRFHXFS836172,Goldenrod,73625.32,21688,new,Alan Ffrench,9/29/2018,Photofeed,232233,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,5
Jeep,Grand Cherokee,2021,KNADM4A3XC6387631,Orange,13594.81,215525,used,Stevie Warkup,12/12/2012,Skidoo,662827,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1
Suzuki,SX4,2014,WAUKGAFB6BN369001,Turquoise,15881.26,91991,new,Ancell Johncey,7/8/2019,Vipe,161124,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",0
Dodge,Ram Wagon B350,1979,2G4WC582471191128,Red,34562.87,263335,certified pre-owned,Curran Ferebee,11/22/2019,Layo,365767,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",4
Infiniti,G,1959,WBA3B9G50FN275678,Red,57615.83,25731,new,Brady Acom,11/22/2004,Babblestorm,375212,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",10
Mercedes-Benz,E-Class,1987,WP0CB2A82CS289558,Puce,82016.46,49003,used,Jemmy Calf,6/17/2017,Photobean,219640,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",7
Dodge,Ram 2500,1921,WUAGL78E16A647947,Khaki,20210.34,67202,used,Gabriele Iceton,3/17/2009,Thoughtstorm,888225,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,1
Ford,Escort,1948,2C3CCAJT4CH149809,Khaki,59349.31,161316,certified pre-owned,Maisey Junifer,5/10/2011,Wordify,518550,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",7
Daewoo,Leganza,2014,1GD120EG2BF881333,Khaki,51879.37,284358,certified pre-owned,Coral Bamfield,12/9/2020,Twimm,885029,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",5
Mercedes-Benz,M-Class,1905,WAUEFBFL6CN143217,Blue,23291.3,274038,new,Lorrie Piris,7/12/2022,Wikivu,803344,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",5
Volkswagen,Eurovan,1953,1G6DH577890572301,Red,18996.62,158866,used,Smith Biaggetti,1/30/2008,Topicshots,769890,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",3
Ford,LTD Crown Victoria,1919,YV4940BZXE1841233,Crimson,3294.86,96088,certified pre-owned,Yalonda Bowlands,8/12/2022,Jayo,476985,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",6
Infiniti,Q,1959,2C3CCAXJ2DH773454,Pink,5095.45,262799,used,Selby Woodland,12/25/2004,Kamba,659444,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",10
Pontiac,Grand Prix,1920,WBAUL7C58DV700671,Aquamarine,63004.36,186895,certified pre-owned,Caressa Garvill,5/9/2005,Flipopia,891208,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",3
Toyota,Celica,1924,WAUVF78K49A504252,Turquoise,37537.56,116545,used,Georgeanne Dashkovich,4/29/2008,Zazio,157827,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",7
Dodge,Viper,1993,WAUJT58E22A500633,Blue,75975.72,61029,certified pre-owned,Nert Vaneev,12/13/2008,Twitternation,812193,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",10
Volvo,S80,1980,2B3CJ4DVXAH651724,Yellow,87270.23,283511,certified pre-owned,Bambi Bacop,12/8/2013,Skilith,130934,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",3
Chevrolet,Silverado 1500,1980,5NPDH4AE9CH333221,Goldenrod,56928.83,42451,certified pre-owned,Dewey Croisdall,8/18/2000,Trunyx,776117,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",6
Volkswagen,GTI,1922,KMHFC4DF5BA564792,Violet,16084.6,152363,used,Myrtia Mallender,12/6/2005,Oloo,597790,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.

Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",9
Toyota,Avalon,1918,JTDZN3EU8D3766892,Orange,98994.73,102918,used,Jack Sidebotton,3/27/2009,DabZ,580203,Phasellus in felis. Donec semper sapien a libero. Nam dui.,5
Lexus,RX Hybrid,1939,1G6KY549X2U029978,Yellow,33756.78,169818,used,Shela Gagie,10/17/2016,Divanoodle,526661,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0
GMC,Yukon,1945,1G4GD5GR2CF577923,Red,56552.92,224035,used,Sergeant Anglin,1/3/2007,Snaptags,675421,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",7
Mercedes-Benz,E-Class,1920,WBA3C1G54DN424430,Mauv,87674.42,98458,certified pre-owned,Rozella Jaffrey,1/16/2009,Voomm,923772,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",3
Saab,900,1949,WBAAN37431N870407,Indigo,1042.1,107607,used,Kean Dakhov,12/20/2015,Jabbersphere,188030,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",0
Lamborghini,Diablo,1991,TRUUT28N511487525,Khaki,63047.88,7356,certified pre-owned,Easter Pickthorne,10/27/2003,Linkbridge,124460,"In congue. Etiam justo. Etiam pretium iaculis justo.

In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.",3
GMC,Yukon,1972,JTDKN3DU2A0228964,Khaki,96498.42,116222,used,Thorn Rumney,9/11/2016,Rooxo,796168,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",5
Oldsmobile,88,1925,JA32X2HU7DU197687,Crimson,72318.78,69406,new,Shelby Bernardeschi,6/20/2004,Skyvu,740320,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,4
Chevrolet,Tracker,1953,JTHBL5EF2A5014026,Yellow,86898.99,171943,new,Mehetabel Norrington,9/4/2022,Bubbletube,192750,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,6
GMC,Sierra 3500,2004,5N1AN0NW4EN589966,Violet,37857.52,249771,new,Codee Trathen,12/29/2011,DabZ,425529,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",9
Audi,A6,1913,WAUMFAFL4CN735818,Pink,88190.73,49740,certified pre-owned,Sibyl Petche,9/15/2011,Skimia,982792,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,3
Volkswagen,GTI,1963,WBABW33426P436501,Purple,97036.03,283634,new,Bernita Tinniswood,5/7/2009,Podcat,816619,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",4
Mitsubishi,Montero,1968,WAUEFAFLXDN454645,Maroon,65111.96,101562,certified pre-owned,Zacherie Kindley,7/16/2019,Twiyo,450071,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",7
Subaru,Brat,1970,WAUFFAFL9FN581510,Goldenrod,11658.27,263048,certified pre-owned,Sidney Truckett,8/4/2011,Pixonyx,751344,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0
Pontiac,Grand Prix,1923,4T1BF1FK6CU462691,Maroon,91850.59,79161,new,Bevon Shinner,10/7/2017,Gigaclub,481195,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",10
Lincoln,Navigator L,1981,2T1BURHE1FC168519,Fuscia,82214.88,195598,used,Phaidra Kuhnt,3/27/2002,Feedspan,544546,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",10
Mercedes-Benz,CL-Class,1985,5TFCY5F13CX096477,Orange,97334.85,42604,used,Lola Faber,10/18/2021,Tazzy,326418,"In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.

Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",8
Bentley,Continental GT,1976,WAUFGBFC8EN882271,Mauv,96020.41,222211,certified pre-owned,Iago Venable,9/19/2003,Ntags,251040,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.",8
Honda,Pilot,2020,3D4PG9FG8BT821147,Turquoise,81479.57,61576,used,Mady Gehringer,2/22/2011,Yodoo,694573,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,9
Pontiac,Grand Am,1959,SCFBB03B08G387038,Violet,79052.6,143852,used,Rona Penfold,3/29/2011,Jabbercube,199551,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",7
Pontiac,Montana,1967,3D73Y4ELXAG364669,Crimson,28456.05,135705,certified pre-owned,Shelia Grisenthwaite,6/5/2018,Brightbean,339434,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",8
Lincoln,Town Car,1926,JTJBM7FX3D5726032,Puce,12186.26,102845,new,Harwilll Virgoe,10/27/2016,Cogibox,393237,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",6
Ford,Fusion,2021,5UXKU2C58F0774150,Green,75878.49,222890,used,Niel McTear,5/9/2001,Gigazoom,682749,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",1
Audi,4000s Quattro,1939,WAUGL98E58A578706,Aquamarine,39646.17,271444,new,Dorothea Trouncer,3/18/2016,Meembee,540875,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.

In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.

Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",4
